2129501,vgoklani,482,278,3103,1865,27,0,0,"Tweetbot for Mac"
2157421,IanMikutel,1328,426,5689,462,54,0,0,web
2208841,brianprovost,6418,172,2356,13,160,0,1,TweetDeck
2374911,touraj,1071,712,5766,338,53,0,0,"Twitter for iPhone"
2393971,market,679,110,591,3,19,0,0,web
2511641,robpas,4662,2329,15954,74,197,2,3,"Twitter for iPhone"
2542051,irwebreport,3389,155,9744,3651,196,2,1,web
2564981,jenniferjones,3054,2584,27893,937,143,0,0,"Twitter for iPhone"
2570001,rhianna,5635,2847,21877,10982,53,0,0,web
2623551,oavina,178,180,11611,657,5,0,0,"rowi for Windows Phone"
2864841,Colin_Sebastian,355,592,197,1,15,0,1,web
3016361,y2bishop2y,65,215,191,271,1,0,0,"Twitter for iPhone"
3108351,WSJ,2727005,681,51680,501,61992,101,1117,SocialFlow
3168141,timtrice,136,138,2543,177,12,1,1,"Plume for Android"
3232051,psimac,1177,1426,13911,480,31,0,0,"Tweetbot for iOS"
3474271,fergle,685,481,1810,29,30,0,0,bitly
3506231,paulbz,2629,1222,2344,43993,36,0,0,web
3512101,niubi,19000,1113,76201,56,1233,0,7,"Twitter for Mac"
3530201,corbett3000,11647,835,22461,240,971,0,0,estimize
3545861,ryanmjonesme,198,205,7589,858,6,0,0,"Tweetbot for iOS"
3584781,TProphet,406,118,4018,3,28,0,0,web
3633281,michal63,555,761,5695,172,14,0,0,"Safari on iOS"
3705681,philiped,10706,374,3818,9,726,12,6,"Twitterrific for Mac"
3818771,mjvinny,91,81,3446,27,5,0,0,Echofon
3867861,blario,277,348,9367,155,7,0,0,TweetDeck
3874361,ferrenet,4598,240,13345,29,364,0,0,"Twitter for iPhone"
3885801,Aguarate,550,299,72147,2913,96,0,0,web
3959931,Phileo99,240,68,5159,37,15,0,0,web
4029531,codywillard,7312,223,4003,1,276,11,24,"Tweet Button"
4034261,RoyMcKenzie,570,562,10599,16,14,0,0,web
4469481,yasuyukima,4890,615,64817,23996,433,0,0,web
4502171,anandpandit,436,351,7651,3929,15,0,0,web
4502381,Tinny,250,487,4628,348,5,0,0,web
4534291,jimcollins,1926,1719,55892,24218,104,0,1,web
4583971,tekusuke,11798,878,46662,12,1149,0,1,web
4628121,andrewphelps,7027,1173,26695,4168,444,0,0,"Twitter for iPhone"
4639661,Elan,179,214,969,11,3,0,0,"Twittelator Neue"
4767131,RWong,10248,1606,4052,51,601,0,0,"Pulse News"
4888321,christian_r,729,1422,7333,3138,30,0,0,"Tweetbot for iOS"
4898091,FinancialTimes,1201075,546,35709,1,23797,3,37,SocialFlow
5033061,lunapiena,237,333,1996,283,10,0,0,"Twitter for iPhone"
5043031,erikmoe,3362,2687,3765,262,109,0,1,Buffer
5052541,kw,1884,574,9752,517,157,0,0,Echofon
5252791,myscrapbox,470,1999,6550,288,2,0,0,web
5282232,ecr80,1336,1826,70366,1859,84,0,0,"Twitter for iPhone"
5381212,tfserna,1072,398,11863,5199,50,0,0,"Twitter for Android"
5381732,AbbiV,1027,318,5252,1329,59,0,0,"Tweetbot for Mac"
5401972,tewmgd,416,425,5197,49,33,0,0,web
5469732,AdrianHagelin,252,354,8370,8,2,0,0,"Twitter for BlackBerry®"
5552282,dumb_and_dumber,106,211,2968,38,4,0,0,"Twitter for BlackBerry®"
5566822,lsteffy,2462,141,4867,2,119,0,4,TweetDeck
5580862,sotek,576,236,7807,585,19,0,0,"Tweetbot for iOS"
5633712,timsneath,3440,62,1109,2,254,0,0,web
5663182,diklein,622,393,11840,6,23,0,0,"Twitterrific for Mac"
5671262,DanielCline2013,55,100,20,25,0,0,0,web
5717992,keithdsouza,3005,657,52043,75,164,0,0,web
5734322,steveho,314,140,1453,1,17,0,0,"Twitter for Mac"
5743392,djon3s,992,871,9690,110,46,0,0,web
5768622,cordial,277,348,5135,3,20,0,0,"Twitter for Android"
5768632,agwarner,9259,609,38147,15,397,1,5,web
5817092,jlgolson,1485,657,19320,8,83,1,0,YoruFukurou
5829482,EricP,339,729,2607,13,3,0,0,"Twitter for iPhone"
5848722,day54,481,91,5649,66,68,0,0,TweetDeck
5849362,welles,14949,3621,22194,149,72,0,0,"Twitter for iPad"
5852592,ShaunMorton,271,311,500,0,5,0,0,web
5854302,PatchouliW,1664,468,119086,601,96,0,0,"Twitter for Android"
5857622,JeromeSimon,1004,150,84253,0,32,0,0,JSRT
5875682,davejohnson,2459,1192,12735,25,156,0,0,"Twitter for iPhone"
5879952,atul,7290,702,26128,53337,497,0,0,web
5911122,ChrisSmithAV,2759,940,14198,3898,166,0,1,"TweetCaster for Android"
5972232,MikeTannenbaum,94,143,511,8,0,0,0,web
6015712,im_arthur,196,521,2026,7,3,0,0,"Twitter for BlackBerry"
6074632,ecschwarz,138,112,4306,7,12,0,1,"Tweetbot for Mac"
6085952,genevate,1237,572,9300,296,65,0,2,"Tweet Button"
6115052,jgeiser,107,234,428,6,4,0,0,"Twitter for iPad"
6144332,muckdog,1282,423,6440,4,26,0,0,twitterfeed
6172002,misondroid,809,591,57737,13512,51,0,0,Janetter
6242512,dhana,264,69,1220,6,4,0,0,web
6267862,JayBWood,3688,657,21618,106,246,0,0,"Twitter for iPad"
6281882,bhatnaturally,4909,2471,23415,286,198,0,0,Flipboard
6284612,diana_h,564,1120,20171,634,17,0,0,web
6300442,Kosmatos,1197,998,27546,3029,55,1,0,web
6371092,tjholland,164,242,2062,3,1,0,0,web
6386592,ruddick,841,804,14112,26,25,0,0,Seesmic
6416152,schmodt,107,273,717,25,1,0,0,"Twitter for iPhone"
6421112,jporter,951,898,3117,8,20,0,1,"Tweet Button"
6431582,nixxin,11325,1125,44069,3704,353,0,0,web
6462982,jackomo,1787,1970,3862,175,116,0,0,"Twitter for iPad"
6472282,bbrunetti,195,360,1053,23,3,0,0,"Twitter for iPad"
6591242,bryboy,650,597,41282,1,5,0,0,"Twitter for iPhone"
6623882,alsargent,775,571,4991,212,27,0,0,Flipboard
6645222,jealvarez,132,200,981,8,2,0,0,web
6712502,jmarc,2549,676,40059,3557,129,0,0,"Twitter for iPhone"
6730222,hblodget,76807,439,22170,12,3206,50,25,TweetDeck
6769742,YarinHochman,2003,1286,16067,19,79,0,0,TweetDeck
6776962,bkwalker,6822,3422,8280,289,374,0,4,bitly
6799092,HarounKola,4532,3560,18074,450,154,0,0,web
6834152,Tivon,2087,1769,113561,1356,57,0,0,"Twitter for iPhone"
6865392,gordonbowman,414,575,4311,5,13,0,1,"StockTwits Web"
7031872,ZaraA,8421,716,92874,49,384,0,0,"Twitter for iPhone"
7083152,asciident,128,207,10225,64,18,0,0,"Twitter for iPhone"
7102782,robreed,135,435,3731,241,1,0,1,"Twitter for iPad"
7116372,vevck,194,517,9946,360,6,0,0,TweetDeck
7119782,jrtaff,162,136,5147,21,2,0,0,"Janetter for Mac"
7120822,sengseng,2022,716,20258,13253,116,0,1,"Twitter for iPhone"
7141242,juanhidalgo,330,303,6150,55,10,0,0,TweetDeck
7155342,dcrane2,374,690,8313,315,12,0,0,TweetDeck
7170892,onurka,1170,285,3895,50,4,0,0,"Twitter for Mac"
7184612,mdudas,1453,265,10320,995,43,2,3,web
7243252,bijans,2561,1198,5616,86,117,0,0,"Tweetbot for iOS"
7254122,rtriana,244,49,484,3,8,0,0,"Twitter for iPhone"
7260282,doc_emer,553,469,5025,24,35,0,0,"Twitter for iPad"
7271572,Goodlett,613,124,6147,1,31,0,0,TweetDeck
7300362,hiltmon,164,404,3221,145,6,0,0,"Tweetbot for Mac"
7301572,robpegoraro,12066,346,20990,25,974,0,1,web
7305712,timburks,3488,1889,16690,7413,261,0,0,web
7310842,dave204,493,315,32199,15,10,0,0,"Twitter for iPhone"
7355542,p357,1532,2001,30596,3026,66,0,0,Echofon
7422652,psam,3038,3355,38883,5107,122,0,0,Gravity!
7433772,emilysteel,19255,1723,2715,10,1034,0,0,TweetDeck
7438022,suryasays,875,189,2865,628,31,0,0,web
7450912,tnewbold,1733,1944,2556,37,53,0,0,TweetDeck
7453012,mkrigsman,13993,1267,26494,1997,1009,0,2,web
7467902,ekampf,1942,350,28455,142,103,0,0,"Twitter for Mac"
7477172,markzohar,1196,1961,10737,209,47,0,0,"Tweet Button"
7497882,rgkeith,984,1298,6889,3,68,0,0,TweetDeck
7510192,nsmnj,2197,465,886,38,74,0,0,web
7517052,howardlindzon,237073,867,58541,1792,2834,27,46,"Twitter for iPhone"
7523212,Denrael,2338,1520,15707,635,12,0,0,web
7530932,tmdvs,1422,146,25047,509,142,0,0,"Twitter for iPhone"
7564182,mattrixDOTinfo,599,153,12259,24,19,3,0,"StockTwits Web"
7568942,jtyost2,1490,722,34162,4109,37,0,0,"Tweetbot for iOS"
7579172,skyler,251,750,8052,376,9,0,0,"Twitter for Android"
7583032,wangjammer5,1732,1865,23598,203,130,0,0,"Tweetbot for iOS"
7604462,mjuarez,74,692,445,280,2,0,0,"Twitter for Mac"
7703502,BillDA,1052,651,3377,58,22,0,1,web
7746792,jeffcohn,1711,620,3044,150,90,1,1,TweetDeck
7750492,andrewhorowitz,6135,38,5230,6,366,0,0,Snagit
7759822,TomLabus,1225,2001,3488,5,9,0,0,web
7762622,shayman,1320,1013,28712,416,80,0,1,"Tweetbot for Mac"
7792422,morganwarstler,1612,655,21798,87,29,0,0,TweetDeck
7802422,A_F,2750,940,17586,94,68,0,0,web
7810312,allennarcisse,119,133,371,7,2,0,0,web
7811672,johncblandii,723,493,20366,96,64,0,0,"Tweetbot for Mac"
7822742,BobBrinker,6496,621,14036,377,254,0,0,TweetDeck
7836182,RaginCajun,6321,451,13332,17,280,11,0,"StockTwits Web"
7863872,chest,1917,417,4268,591,88,0,0,Echofon
7896562,JF10,15193,4644,31057,309,285,0,0,"Twitter for iPhone"
7993232,muathe,850,2,7706,0,17,2,0,web
8016272,netgarden,775,73,8862,26,56,1,0,web
8029902,strick,358,911,8098,8549,14,0,4,"StockTwits Web"
8041772,owlese,1338,150,1951,96,50,0,2,web
8201662,jvuonger,240,171,896,10,9,0,0,TweetDeck
8215732,jordhy,16365,496,4710,514,109,0,0,web
8221352,FPO,3434,2263,8693,39,145,0,1,HootSuite
8232782,jkarpf,2870,1294,5836,34,160,0,0,"Tweet Button"
8243012,amdm,1003,844,14368,1660,29,0,0,web
8244612,darrellheaps,2320,1577,6250,54,105,0,0,"StockTwits Web"
8256132,JonU235,494,1202,13167,606,14,0,0,web
8256172,stattenf,1106,734,2392,155,54,0,0,"Tweetbot for Mac"
8308222,anshelsag,682,395,21148,458,13,0,0,"Twitter for Android"
8309752,corybolton,607,649,5955,439,13,0,0,"Twitter for Android"
8408102,LamonteBall,2421,817,39316,3,54,0,0,"Twitter for iPhone"
8431652,Shoq,15605,4112,279867,3993,1935,0,0,TweetDeck
8475532,sdkstl,7583,1344,14217,6121,544,0,1,"Twitter for iPhone"
8524892,ppearlman,14739,845,20337,1107,575,15,32,"StockTwits Web"
8556692,peppelorum,665,394,18670,1563,53,0,0,"Twitter for Windows Phone"
8560942,ichhabenicht,63,96,5350,513,0,0,0,"Twitter for Android"
8567932,5h15h,926,1463,13002,0,39,0,0,TweetDeck
8571262,alexpozin,658,634,2175,259,24,0,0,"Tweetbot for iOS"
8592732,swardley,5399,788,28881,2,474,0,2,TweetDeck
8707552,ShopMktgGeorge,2648,2914,2484,4,128,0,0,web
8715982,technosucks,66,19,3565,19,3,0,0,web
8822402,wrecks47,1108,520,5598,4,64,0,0,"Twitter for iPad"
8841372,SAI,1283463,24,51663,3,10561,59,312,"Business Insider"
8854092,TasRobert,560,1081,1585,8,17,0,0,"Twitter for iPhone"
8917182,xactothefuture,231,346,4304,296,13,0,0,"Twitter for Mac"
9059662,reditum,5480,1084,16484,71,162,3,1,"Tweet Button"
9131582,jmass,2098,778,11228,617,123,0,0,"Tweet Button"
9162512,leizerbeam,56,156,297,11,2,1,0,TweetDeck
9176812,MTstiles,97,153,713,25,4,0,0,"Twitter for iPhone"
9207132,laurentqro,395,277,649,27,13,0,0,web
9235982,dailytelegraph,33880,1822,104044,11,1025,0,1,twitterfeed
9287142,HarmsWayChad,1259,1027,50551,118,51,0,0,Echofon
9301262,sinisterspark,138,165,13124,8,9,0,0,"Twitter for iPhone"
9345912,andresborbon,1084,22,9254,0,61,0,0,"Twitter for Android"
9357962,hvelarde,468,104,17477,411,29,0,0,HootSuite
9361002,ryharv,138,230,1015,1017,2,0,0,web
9408852,bryanlehner,623,1031,1309,26,4,0,0,TweetDeck
9420322,MaRSDD,20131,3617,21189,54,1081,0,0,HootSuite
9460662,kipkniskern,1760,1243,5075,128,76,0,0,web
9486202,jonholm,764,1995,3425,24,22,0,0,"Twitter for iPhone"
9494692,jamesz,264,467,1019,156,0,0,0,"Twitter for Android"
9549942,nichcarlson,15301,1241,16910,2242,927,111,4,"Business Insider"
9588882,davidfeldt,2472,1841,11049,346,129,0,0,web
9606812,ajhit406,166,75,928,2,8,0,0,"Twitter for Mac"
9672642,TraderLantern,851,278,7206,252,21,0,0,"Twitter for iPhone"
9681052,scottsherman,358,492,3801,13,6,0,0,"Tweetbot for iOS"
9702772,clifton,127,471,386,32,5,0,0,"Twitter for iPhone"
9726412,phb,1367,227,10502,44,91,0,0,Buffer
9749712,MissSueBurbia,519,683,6722,3023,12,0,0,"Twitter for iPhone"
9791512,mod_x,566,846,36484,96,10,0,0,"Twitter for Android"
9794712,yovanof,908,1107,8257,3775,80,0,0,"Twitter for iPhone"
9798022,bengregg,271,269,2261,17,16,0,0,web
9828542,jgamet,2897,419,33456,70,315,0,0,"Tweetbot for iOS"
9830762,_Vennard,1098,839,69722,547,25,0,1,Echofon
9831152,shivsingh,28530,14904,6972,11,2933,0,0,"Twitter for iPhone"
9833332,teevee,439,160,8974,13,18,0,0,"StockTwits Web"
9867472,zenercomplex,131,294,1297,6,1,0,0,"Twitter for Android"
9883462,shukla,74,112,1458,51,2,0,0,"Tweet Button"
9887252,stickmantoo,601,644,11766,35,37,0,0,TweetDeck
9898542,mdkail,1193,613,5004,54,52,1,0,"Tweet Button"
9959322,stefanomelchior,76,140,1482,1,0,0,0,"Twitter for iPhone"
9994662,LiveJulie,1712,1118,5093,485,88,0,0,Echofon
10052552,Rundblad,136,322,3256,81,8,0,0,web
10054712,gmercer,23,125,106,0,1,0,0,web
10056262,aboutlisa,2103,771,1973,55,37,0,0,web
10085652,dushyanth,177,172,2953,475,18,0,0,web
10100142,markzawacki,717,604,2234,493,14,0,0,"Twitter for iPhone"
10104052,andresllorente,585,299,2795,6,38,2,7,TweetDeck
10135322,Priscil,107,93,304,0,1,0,0,"Twitter for iPhone"
10171272,rgremill,691,353,14726,776,36,0,0,web
10315172,DeepakDas,637,281,3272,521,18,0,0,LinkedIn
10324222,liuming,147,322,3614,4,6,0,0,web
10381452,hcuervo,1034,1990,2280,2,35,0,0,web
10386152,missphenom,721,353,35678,24,23,0,0,web
10422622,yoeunp,80,72,1095,25,3,0,0,web
10433782,mercnews,18188,1123,81184,20,1248,1,1,web
10454322,sriiniivas,556,146,3253,38,20,0,0,Flipboard
10466852,guarroman,1650,1204,69323,2419,123,1,0,web
10468292,ragtag,2621,1547,16289,559,246,0,0,TweetDeck
10504552,crackr,1360,985,3777,4,103,0,0,"Twitter for Mac"
10628252,Dutchman1350,191,429,3874,4,7,0,0,"Tweetbot for iOS"
10655432,miguelanro,1629,415,3233,19,71,0,0,web
10656812,kindageeky,302,293,1912,24,17,0,0,Buffer
10693452,nessalaluna,148,176,693,10,5,0,0,web
10716072,mikojava,13261,12918,9563,705,328,0,0,HootSuite
10829842,1Copenut,783,1994,2535,306,9,0,0,web
10836092,joehas,3170,3005,25358,347,149,0,0,"Twitter for iPhone"
10855182,steketee,797,629,11724,544,22,0,0,"Twitter for iPhone"
10909702,surambaya,30,169,135,1,0,0,0,web
10952962,obrien,12308,6477,12490,917,673,1,10,"Tweet Button"
11060902,sternthinker,291,676,5195,46,8,0,0,web
11104772,allanschoenberg,9869,6721,29793,2246,708,0,0,HootSuite
11176182,brunofms,340,384,2556,1094,15,0,0,web
11202562,graemethickins,4547,4903,21808,51,282,0,0,Flipboard
11247222,timothysykes,26554,6929,26417,0,1166,0,4,web
11340512,MacObserver,17321,969,18258,2,1401,1,10,"Mac Observer"
11413382,FeedTheBull,4601,850,11586,202,200,0,0,web
11427122,vafer2k,13,25,20,0,0,0,0,web
11447982,Rickmayhem,1656,1998,22677,1596,41,0,0,"Twitter for Android"
11454032,fabiosacco,262,259,3460,8,6,0,0,"Twitter for iPhone"
11470692,nstanley,1786,275,4776,204,18,0,0,"Twitter for Mac"
11475072,parashar,139,194,3100,28,3,0,0,Flipboard
11557192,jpsav008,180,167,746,1041,2,0,0,"Twitter for Android"
11587972,beavers,421,547,4586,108,23,0,0,web
11606102,JClishe,273,210,5772,11,11,0,0,web
11609972,cwindley,4574,5051,63015,12250,173,0,0,web
11663432,KarlV,197,703,1928,8,4,1,0,TweetDeck
11689722,Falkenklau,197,180,1281,3,9,0,0,Twitterrific
11704682,briannabailey80,1142,1414,2036,255,27,0,0,web
11728602,FortBendHouston,1805,2000,4797,899,46,0,0,Janetter
11730322,jordanfried,590,182,859,168,12,0,0,Buffer
11736542,JamalDols,1260,548,43066,683,93,0,0,"Tweetbot for iOS"
11762562,andyz,229,1786,1101,3353,0,0,0,"Twitter for iPad"
11833002,fallondpicks,1364,115,7043,1,50,0,1,"StockTwits Web"
11852522,samgustin,5259,1448,27561,12,339,0,4,TweetDeck
11864022,cjs226,94,134,1040,16,0,0,0,"Tweetbot for iOS"
11889992,rohitjenveja,565,903,1825,288,4,0,0,"Twitter for iPhone"
11900832,y99,158,872,1157,7,3,0,0,"Tweetbot for iOS"
11926472,caneel,1416,410,2445,142,79,0,0,web
11934662,NanDuan,353,237,1838,2,20,0,0,web
11961652,LouMintzer,427,393,3107,288,10,0,1,"Twitter for iPhone"
11979242,Patrice_Wolff,412,958,1730,12,10,0,0,Flipboard
12006842,JeremyHL,2318,2010,52400,7274,163,0,0,Echofon
12029502,reemsaied,1224,744,21183,27,33,0,0,Flipboard
12053222,iainmagee,467,1220,1486,30,6,0,0,web
12057032,jeffcarroll,3101,1644,20456,3033,188,0,0,Buffer
12096372,PaulMcDevitt,477,718,939,174,5,0,0,"Twitter for iPhone"
12132932,tinatinjohnson,421,260,7208,3185,17,0,0,"Twitter for iPhone"
12199652,edbott,20323,1126,52206,278,1476,1,29,"Tweet Button"
12237462,DesignerDon,126,314,3501,886,6,0,0,"Tweetbot for iOS"
12250332,leeallgood,808,853,4969,598,19,0,0,"Safari on iOS"
12263542,MattZeitlin,4304,1148,26309,278,164,0,25,web
12298392,bromano,1103,543,936,2,56,0,0,web
12327422,michellefenton,63,46,458,5,0,0,0,web
12354832,kasie,20843,1010,7853,2,939,0,0,TweetDeck
12413892,13News,14488,1231,40157,7,405,0,0,TweetDeck
12423202,Grazen,17592,763,11423,34,21,0,0,HootSuite
12439842,efeng,2137,389,1224,262,66,0,1,web
12444302,BlackCanseco,7960,1694,130953,921,349,2,1,"Twitter for Android"
12513872,amylaceous,1394,2000,95664,310328,29,0,0,web
12540822,krisnaidl,172,242,578,25,6,0,0,Twitterrific
12541192,AdrianRaposas,729,385,20470,739,38,0,0,web
12582472,gregskidmore,11927,8056,2119,65,110,0,0,web
12623572,powitz,803,1953,2704,254,5,0,0,"Twitter for iPhone"
12648652,brianaguilar,2787,538,2100,342,158,1,19,TweetDeck
12693242,kenfucious,1213,1481,9527,1086,83,0,0,"Twitter for Windows Phone"
12705002,JimFisherSF,199,532,1298,45,1,0,0,"Twitter for iPhone"
12716032,sonaliranade,35331,585,158654,5951,629,5,1,web
12733192,stephenxc,906,706,8586,56,19,0,0,web
12737142,THRMattBelloni,2885,478,5180,4,80,0,1,web
12744162,jmathai,4198,99,12368,278,114,0,0,"Twitter for iPhone"
12786422,abwaters,1989,2126,1950,95,33,0,1,"StockTwits Web"
12794362,Breakingviews,15731,372,7702,10,559,3,4,HootSuite
12816492,jeress,482,1991,5727,63,9,0,0,"Twitter for iPhone"
12947242,__daz__,83,76,2804,98,0,0,0,"Twitter for Android"
12953402,dujkan,966,611,14573,12,32,1,0,"Tweetbot for Mac"
13009052,janekwagner,586,288,7843,383,28,0,0,"Tweet Button"
13014082,ebayinc,14283,1889,10002,1306,489,0,0,HootSuite
13019422,ManyPeaks,914,586,1474,41,24,0,0,LinkedIn
13025372,hpduong,843,948,5136,269,26,0,0,TweetDeck
13097212,KielO,539,244,28914,1680,14,0,0,"Tweetbot for iOS"
13127632,elwalvador,934,435,14850,220,39,0,0,TweetDeck
13128922,fcassia,710,2002,59174,6425,53,0,0,web
13129852,thomasturner,704,2000,462,1,7,0,0,"StockTwits Web"
13146722,mattlynley,4285,831,14559,1247,245,0,0,TweetDeck
13171622,pharmalot,15583,246,7967,2,960,0,19,web
13175582,NoahMallin,2621,2161,9604,51,278,0,0,web
13216782,ToddinFL,1634,94,7554,18,58,0,0,"StockTwits Web"
13223812,smiley49,215,272,5349,0,10,0,0,web
13233132,alexroseinnes,119,347,2600,141,0,0,0,web
13257392,eismcc,364,658,4212,943,7,0,0,web
13284922,kevinwelch,328,455,4867,47,5,0,0,"Tweetbot for iOS"
13299972,infoarbitrage,22986,236,13191,77,1340,0,0,"Safari on iOS"
13359942,ElleWang,77,94,324,2,0,0,0,"TweetCaster for iOS"
13385712,klstorey,318,278,16464,65,15,0,0,"Twitter for Android"
13391682,bitchell,334,374,6938,151,8,0,0,"TweetCaster for Android"
13396002,thejimjams,322576,327459,15934,1,4379,0,1,"Twitter for iPad"
13444192,jamesreb,1246,888,45637,72,22,0,0,"Tweetbot for iOS"
13471032,JasonRaznick,8060,4714,10656,37,144,0,0,Echofon
13496272,jgerber,231,213,770,9,5,0,0,TweetDeck
13498412,TheBasisPoint,1960,636,6922,47,68,1,0,"StockTwits Web"
13500212,panchato,213,456,9916,2410,4,0,0,"Twitter for iPhone"
13535762,fxshaw,14239,254,6177,191,717,0,0,"Twitter for Windows"
13584132,rvp,4519,1236,727,4,14,0,0,web
